language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistake,disrepancy,comment
Hungarian,"The key nouns are:
óra 'hour, o'clock'
perc 'minute'
másodperc 'second'
Normally the forms are as expected:
egy óra - one o'clock
hét óra - seven o'clock
In everyday usage, the 12-hour clock is used, so that egy óra can mean 1 am or 1 pm. The 24-
hour clock (e.g. tizenhárom óra = 13 o'clock) may be heard in military and timetable
language.
For fractions of hours, the hour referred to is the hour to come, not the hour just passed - this,
I believe, is identical to German usage:
negyed hét (""quarter seven"") - 6:15
fél hét (""half seven"") - 6:30
háromnegyed hét (""three-quarters seven"") - 6:45
6. To denote the time at which something happens, Hungarian has a special case ending -kor,
which does not follow vowel harmony rules. It is clearly based on the agglutinated form of the
noun kor 'age, epoch'.
Thus you say:
egykor jön 'he comes at one o'clock'
háromnegyed hatkor itt van 'he is here at 5:45'
ötkor itt lesz 'he'll be here at 5'
You can also add -kor to óra 'o'clock':
öt órakor még itt volt 'at 5 o'clock he was still here'.
LESSON SEVEN
Possessives
Unlike IE languages, Hungarian expresses possession by adding a personal suffix to the end
of the noun. You could say that Hungarian conjugates its nouns.
Because of vowel harmony considerations, as well as other morphophonemic changes, the
vowel preceding the possessive suffix varies. Let's see the patterns for 3 types of nouns:
consonantal endings with front and back vocalism, and vowel ending. The paradigms will be:
könyv (book), lány (girl, daughter), alma (apple).
",,No dominant order,,,0,0,
Apinayé,"TenseSubj. Pred.
nã pakuka
didI it-roast ""I roasted it.""
2.2.1.2.1.2. Intransitive
Intransitive clauses, which never take an object, and which usually repeat the subject as a
person prefix on the verb. N.B. It should be noted at this point that in this language there is a
difference between first and second person and third person on all levels. This will be explained
as relevant.
N.B.B. Verb stems usually have two allomorphs. Allomorph 1 is used in Temporal clause types
when the verb occurs slot final.
nã pa ʔapro
did I it-buy ""I bought it.""
Allomorph 2 is used slot medial, and in Habitual clause types.
nã pa ʔapror ket nɛ̃
did I it-buy neg.",,SOV,,,0,0,
Apinayé,"A word consists of one or more stems ± affixes filling a slot in a phrase. There are four
classes of words.
1.4.l. Noun Words.
1.4.2. Verb Words.
1.3.3. Descriptive Words.
1.4.4. Relational Words.
1.5.",,SOV,,,0,0,
Apinayé,"A slot may be emphasized by taking it out of its normal place within a sentence and
putting it at the beginning in an Emphasis slot. The slots, which may occur in the Emphasis slot,
are: Subject, Object, Relational, and occasionally Aspect. Words in this slot are emphatically
stressed, and there is a slight break before the rest of the sentence.
kokoz nã pa ɔmu
monkey did I it-see ""It was a monkey that I saw.""
2.1.2.2.3.5.1. When the Subject in the Emphasis slot is a pronoun (ka, pa) the Subject is
 repeated in its normal place after the Tense slot.
pa nã pa ʔapro
I did I it-buy""I was the one who bought it.""
 6
2.1.2.2.3.5.2. When, in a Habitual clause type, the Subject or Object is in the Emphasis slot,
certain obligatory slots must occur with it. The occurrence of the additional slots
is conditioned by the alternate order (presence of Emphasis slot).
",,SOV,,,0,0,
Apinayé,"""He didn't give it to her."" ""He didn't order it.""
2.2.3.2. Temporal Intentive clause types.
2.2.3.2.1. These are divided into two classes.
2.2.3.2.1.1. Action. Formulas are:
TRANSITIVEINTRANSITIVE
1.",,SOV,,,0,0,
Apinayé,"These clauses may be reduced by dropping the Subject and/or Object slots.
2.2.3.1.2.1. Action.
",,SOV,,,0,0,
Apinayé,"A brief examination of data from Apinajé, Suyá, Kayapó and Timbira may reveal
 the many differences (e.g. prenasalized stops, nominative case-marking in independent
 clauses) and similarities (e.g. simple morphology, SOV word order, ergative marking in
 subordinate clauses) existing among them. Panará, on the other hand, is dramatically
 distinct from the other languages of the branch. It displays a more polysynthetic
 morphological typology, with agent, patient and tense/aspect/modality (TAM) marking on
 the verb; ergative marking in independent clauses and SVO word order, among other
 things.18
16
 The area is known in Brazil as “Bico do Papagaio” (‘the parrot’s beak’).
17
 In an interview on this subject, an Apinajé speaker declared his total lack of familiarity with the latter
terms. Most interesting in this case would be to check on the word for ‘tip, corner’ in any of the Timbira
languages.
18
 Data examined are from Alves (2002), Timbira Apanjekrá; Reis Silva (2003) and Salanova (2001),
Mebengokre Kayapó; Santos (2004), Suyá; and Dourado (2001), Panará.
",,SOV,,,0,0,
Apinayé," Distributional criteria include (a) the relative order of elements inside the
constituent and (b) the distribution of the constituent in the sentence, along with (c) the
distribution of overt indices of constituent internal cohesion and boundaries.
",,SOV,,,0,0,
Apinayé," The Apinajé grammatical word can be identified according to some of the criteria
listed in Dixon and Aikhenvald (2002:19-25). First, the grammatical word is internally
cohesive, both formally, since its components constitute a bound unit; and semantically,
because that unit conveys a conventionalized meaning. Secondly, the component
92
morphemes of a grammatical word in Apinajé follow a particular order, with word clitics
always occupying the outermost final position in the word, thus indicating the word final
boundary, and person prefixes appearing in first position, when applicable, thus
indicating the word-initial boundary. Thirdly, speakers generally utter the word without
interruptions or pauses, except in case of hesitations, clarifications or factors of this sort,
which are part of natural speech in any language. Finally, the Apinajé grammatical word
can constitute a complete utterance by itself.
2.3. Word-formation strategies
Mechanisms of word formation in Apinajé include affixation and compounding, and
phonological strategies such as vowel alternation, reduplication, and suppletion. These
are discussed in what follows.
2.3.1. Affixation
Prefixes are more numerous than suffixes in Apinajé. Affixes encode inflectional and
derivational categories; they have no stress properties but may participate in segmental
alternations.
",,SOV,,,0,0,
Apinayé,"In the analysis of Apinajé, I share Matthew Dryer’s view that the grammatical
relations of a language are specific to that language and may be defined according to
language internal criteria. In section 3.3 I have pointed out how distinct systems of
alignment interact in Apinajé. Thus, coding patterns and control properties relevant for
the establishment of grammatical relations in Apinajé include:
(82) Relevant criteria for the establishment of grammatical relations in Apinajé
(a) word order
(b) person prefixes
(c) independent pronouns
(d) person inflection in imperative clauses
(e) the use of reflexives
(f) the occurrence of the realis marker in noun phrase coordination
(g) switch-reference strategies
(h) valency-changing operations
(i) ergative marking in subordinate clauses
(j) equi-deletion in complementation
(k) coreferential deletion in coordination
The SOV word order (criterion (a)) is fairly rigid in Apinajé and serves as a useful
criterion of the identification of A and O. The use of person prefixes (b) reveals a split-
 255
intransitive system in simple main clauses, and an absolutive pattern in nonfinite clauses.
To go along with the absolutive pattern, criterion (i) reveals an ergative case-marking
system that is conditioned by subordination environments. All other criteria (c-h; j-k)
betray a nominative pattern and provide strong support for the grammatical relation
Subject in Apinajé.
",,SOV,,,0,0,
Apinayé,"The definitional criteria put forward by them are seen, admitedly, as types rather
than universal criteria, which may not apply to every language. In regard to the definition
of a grammatical word, however, they offer what they see as a set of universal criteria.
Their list is as follows:
A grammatical word consists of a number of grammatical elements which:
 (a) always occur together, rather than scattered through the clause (the
 criterion of cohesiveness);
 (b) occur in a fixed order;
 (c) have a conventionalized coherence and meaning. (...)
 (d) Morphological processes involved in the formation of words tend to be
 non-recursive. That is, one element will not appear twice in a word. (...)
 (e) There will be just one inflectional affix per word. (...)
 (f) A speaker may pause between words but not within a word. (...)
 (g) A word may constitute a complete utterance, all by itself (Dixon and
 Aikhenvald 2002:19-25).
",,SOV,,,0,0,
Apinayé,"Quando em contato com pessoas da cultura nacional, a maioria dos homens fala
português. No entanto, na aldeia, tanto os homens como as mulheres e crianças se comunicam na
língua materna.
",,SOV,,,0,0,
Apinayé," Eu vi a língua do cachorro.
ajakva na pa omu.",,SOV,,,0,0,
Apinayé,"Os falantes nativos da língua Apinayé são em número de mais ou menos 350, vivendo no
extremo norte do Estado de Goiás.
",,SOV,,,0,0,
Apinayé,"Está bem, então vá.
7.2Gramática
 Os substantivos da segunda classe (veja lição 5) são obrigatoriamente possuídos. A
maioria indica partes do corpo, objetos feitos pelo indivíduo e termos de parentesco. Complete as
seguintes frases, identificando os possessivos:
 dela/dele boca, ouvido
 de Sitqueixo
 meu/minha olho, pescoço
 seu/sua maçã do rosto
 mão
 dente
 pé, braço
 língua, estômago
 cesta, flecha
7.3Substituição:
 1) mo na ja?",,SOV,,,0,0,
Apinayé," Está bem, então vá.
2.2 Gramática
Nos exercícios abaixo, note a mudança do verbo quando o objeto está oculto.
2.3 Substituição
A ordem correta é: palavra Relacional–Verbo; ou: palavra Relacional–Objeto–Verbo.
inhmãpara mim.
",,SOV,,,0,0,
Kayapó,"Não se trata de uma fonte exaustiva de informações, ou seja, não inclui especificamente
lições e exercícios referentes a cada aspecto gramatical da língua em estudo; antes, focaliza o
domínio das categorias mais abrangentes da língua. Simultaneamente, apresenta uma variedade
de exemplos com diferentes tipos de exercício.
",,SOV,,,0,0,
Kayapó," 24
Lição 4
O Papel Do Aprendiz De Língua
Monólogo
 A.",,SOV,,,0,0,
Kayapó,"Os verbos que se seguem são agrupados de acordo com aqueles cuja ocorrência é mais
natural com coisas, ou com pessoas que funcionam como objetos. Lembre-se que alguns verbos
podem receber qualquer um dos dois elementos.
",,SOV,,,0,0,
Kayapó," Por isso, é essencial que sejam dominadas desde o início do estudo da língua.
",,SOV,,,0,0,
Kayapó,"3. Escute mais uma vez o seu ajudante dar cada um dos pares de frases da
 esquerda para a direita.
b. Repetir Siga os passos 1, 2 e 3 acima, imitando cada uma das sentenças
 produzidas pelo ajudante. Faça com que ele repita a sentença mais uma vez
 depois da sua tentativa para você ouvir a pronúncia correta final.
c. Produção
1. Faça com que seu ajudante dê cada um dos itens da coluna à esquerda ao
 qual você deve responder com alguma resposta apropriada da coluna à
 direita. Deve fazer-se conforme a ordem dada.
",,SOV,,,0,0,
Yaminahua," El sufijo -fafãi/-fafain continuativo parece ser una combinación de -fa y -faî
con el significado de hacer algo repetidamente, una y otra vez, durante un período
largo.
(767)Nã pena-tii efãmãtso-fafain-i.
 este día-varios mamá-(erg) barrer-cont-prog
 Mamá barre todos los días.
3.1.6 Orden de los sufijos verbales
 Los sufijos verbales se clasifican en cinco grupos más dos sufijos de número.
Aparecen en el siguiente orden variable en el verbo principal:
 1. sufijos derivacionales
 2. sufijos de modo
 3. sufijos adverbiales y el sufijo de número -ka/-kan
 4. sufijos de aspecto o tiempo y el sufijo de número -fo
 5. el negativo
 6. las partículas y sufijos de modo.
",,SOV,,,0,0,
Yaminahua,"El orden de los constituyentes de la oración 57
1.4.13 El complemento de tamaño
Se agrega el sufijo -tio a la frase nominal para formar el complemento de ta-
maño.
(267)Na-tio ê nono o-ni.
 este-tamaño yo aquí venir-pas.rem
 De este tamaño vine por acá.
(268)Ê-tioo-ni-ma,pishta ê o-ni.
 mi-tamaño venir-pas.rem-neg chico yo venir-pas.rem
 No vine grande, era niño cuando vine. (Lit.: No vine del tamaño que soy ahora.)
(269)Pokarapa-tio-ri-nî, Huánuco.
",,SOV,,,0,0,
Yaminahua,"También se puede expresar el tamaño con un adjetivo.
(271)Ê pishta ê i-ni.
 yo chico yo ser-pas.rem
 Yo era chico.
1.5 El orden de los constituyentes de la oración
Aunque hay mucha variación en el orden de los constituyentes de la oración,
hay tendencias generales y limitaciones.
1.5.1 Con verbo transitivo
El sujeto y el predicado que consta de verbo y complementos directo e indirec-
to, forman el núcleo de la oración transitiva. El orden normal de los componentes
dentro del núcleo es SUJETO - COMPLEMENTO DIRECTO - COMPLEMENTO INDIRECTO -
VERBO.
(272)Ê nakirika efê ochi inã-i-ka-i.
 yo este libro mi hermano dar-a-ir-prog
 Voy a dar este libro a mi hermano.
",,SOV,,,0,0,
Yaminahua,"El orden de los constituyentes de la oración 59
1.5.2 Con verbo intransitivo
El orden normal de la oración con verbo intransitivo es: COMPLEMENTO DE
TIEMPO - COMPLEMENTOS CIRCUNSTANCIALES - SUJETO - VERBO. Como en la oración
transitiva, una frase explicativa puede darse después del verbo, y por razones de én-
fasis, a veces, el sujeto puede preceder al complemento circunstancial. Véanse los
ejemplos (229), (233) y (236).
1.5.3 El orden en la oración copulativa
El orden normal de la oración copulativa es: COMPLEMENTO CIRCUNSTANCIAL -
SUJETO - PREDICADO. Normalmente una oración copulativa sólo contiene el sujeto y
el predicado, pero a veces se incluye un complemento circunstancial. Casi nunca
aparecen más de tres constituyentes en la oración copulativa.
(279) ¿Ono mî pexe-ya-mê?
 allá tú casa-con-interr
¿(Tienes) tú casa allá?
(280) Efê pexe merã fiî ichapa-koî.
mi casa dentro zancudo mucho-verd
(Hay) muchos zancudos en mi casa.
(281) Fakapishtiya-õri yora ichapa-ma, Pishia-õri-ri yora
Huacapishtea-por gente mucho-neg Embira-por-tamb gente
 ichapa-ma.
 mucho-neg
Por el Huacapishtea no hay mucha gente, y tampoco por el Embira.
",,SOV,,,0,0,
Yaminahua," El sufijo -pake bajando tiene el sentido de hacer la acción al ir bajando en el
espacio desde el punto de referencia o avanzando en el tiempo, es decir avanzando
desde cierto tiempo hacia el futuro. También tiene el sentido de hacer la acción en
orden, en serie o punto por punto. La forma -pake se reduce a -pa cuando la primera
sílaba del sufijo es par en la secuencia de sílabas en el verbo. Es evidente que -pake
al igual que -ini, -fo, -fe y -pai son verbos que se incorporan como sufijos en la se-
cuencia de sufijos verbales; y muestran que muchos de los sufijos verbales en idio-
El verbo133
mas panos habrán sido verbos independientes ligados a otro verbo de manera similar
a los verbos auxiliares.
(696)Mã foto-pake-i.
 ya descender-abajo-prog
 Ya están bajando.
(697)Nõ ka-pa-ni maikiri.
 nosotros ir-abajo-pas.rem río.abajo
 Fuimos río abajo.
(698)Xomerã ê tsao-pake-kafa-ita.
 escondite enyo sentar-abajo-lateral-pas.ayer
 Me senté en el escondite.
(699)Kirika kene-pake-ni.
 libro escribir-en.serie-pas.rem
 Lo escribió en orden.
(700)Nõ aa-fe ni-pa-naka.
 nosotros el-con vivir-en.serie-fut.prog
 Vamos a vivir con él, para siempre (de aquí en adelante) .
(701)Atõ apã kirika atomini-pake-i.
 su papá libro ellos dar-en.serie-prog
 Su papá les está dando libros (uno por uno en orden de mayor a menor).
",,SOV,,,0,0,
Santali,"The Benedictiveisused extensively in dependent sentences^
 where we would use that, in order th&t } etc., in English.
",,SOV,,,0,0,
Santali," Ohetanre, above.
 Mente,for, in order.
",,SOV,,,0,0,
Santali,"This is used to express a command,will, order etc; as
chalalime ! Go!",,SOV,,,0,0,
Santali," It is not at all necessary
in Santhali that there should be more than one horse, &a, in
order to affix the plural suffix to each subject respectively.
",,SOV,,,0,0,
Santali," Hibtkecli, in order.
",,SOV,,,0,0,
Haida,"126ROYAL SOCIETY OF CANADA
 Thoro aro doahtloHs many innccuracios in the present grnmmur, aH it
is a fiixt attorai)t to ivduco the language to writing. I hoMo, however,
there may be womethiiig in it that will afford pleaHure and b of interest•
both to the student and the j)hilo|ogist. The ])rineipal object in writing
this gramnmr is to afford assistance to ray successors in mission work
amongst the Ilaidas, and to those who may desire to gain a knowledge of
the language in order to benefit these Indians both temporally and
spiritually.
",,SOV,,,0,0,
Haida,"Wethusseethat stlik'u(land otter),li&sotouho(lamp), and
kofflna(book) are the objects referred to distinctly by the verbs, and
are in the accusative case.
",,SOV,,,0,0,
Haida," Verbs agree with tht^r Hiibjoot both in number and pereon, and If
 two or more subjects are conneeted by and "" the verb is in the plural.
",,SOV,,,0,0,
Haida,"If uncertainty or dependence on something else is expressed we use
the Subjunctive Mood. Verbs in this mood are preceded by a conjunction
such as in order that, that, if, &c. They are also preceded or followed
:
by another verb not in the subjunctive.
",,SOV,,,0,0,
Haida,"The subjects of verbs are always nouns
and pronouns. They form separate words and always precede the verb.
",,SOV,,,0,0,
Haida," This may be stated formally in the following manner:
{hAw} follows strings of morphemes dominated by nodes
immediately below the sentential node. This formulation,
 which is has the status of a hypothesis, has important
im plications for the constituent structure of Skidegate
sentences. I t would mean, for example, th a t the ordinary
 order of fu ll nominal forms, S 0 V, could not be parsed
as NP PrPhr (see Table of Symbols), where PrPhr is
 NP V, because {hAw} can in fact follow the sentence object,
 but cannot follow the verb. In other words, i t does not
 appear th a t NP V under any circumstances forms a con­
stitu e n t separate from another member of the clause.
",,SOV,,,0,0,
Haida,"(1) As fa r as the lack of rig id le ft/rig h t order
 among stems is concerned, there is no stem in SkH
 which can appear to the le f t or the rig h t of any
 given stem. A ll H aeberlin's examples illu s tra te is the
 fact th a t {qa} ""move"" appears to the le f t of some
 roots and to the rig h t of others. There is nothing
 free about the positional order o f {qa} with respect
 respect to any given roo t. Such facts belong to the
 lexicon; they imply an idiosyncratic basis fo r ordering
 which is the opposite of positional freedom. Indoeurqpean
 b ristle s with comparable examples, e.g . English
 ""offshoot"" v s. ""brush-off.""
(2) There is no reason why a derivational process
 cannot produce a verb stem from a noun root or stem.
 -{da} in any case is a su ffix , not a ro o t. A compounding
 of noun stem-+ verb stem may produce a verb stem, but
 th is hardly invalidates the use o f position classes
permission of the copyright owner. Further reproduction prohibited without permission.
",,SOV,,,0,0,
Haida," In Chapter 5 the p articles are classified on the basis
of th e ir syntactic function and described in d e ta il. A
b rie f syntactic characterization of particles in terms
of the structure of Noun Phrases and Skidegate word order
is given.
",,SOV,,,0,0,
Haida," 4. The majority of users indicate that the textual content is of greatest value,
 however, a somewhat higher quality reproduction could be made from
 ""photographs"" if essential to the understamfing of the dissertation. Silver
 prints of ""photographs"" may be ordered at additional charge by writing
 the Order Department, giving the catalog number, tide, author and
 specific pages you wish reproduced.
",,SOV,,,0,0,
Haida," 218
(See 5.9.10 for analysis.)
5.10 Syntactic Properties of P articles
 Any consideration of Skidegate syntax must
begin with the basic facts of word order. There
are, in effect, three canons fo r constituent order
in clauses containing no foregrounded elements:
(1) X S(ubject) O(bject) V(erb), which applies
when both S and 0 are nominal s . X designates
a ll other m aterial in the clause, with the exception
of modal p artic les.
",,SOV,,,0,0,
Bangime,"(11)NounGloss
a.bǒ–rú fathers
b.ɲìjá–rú mothers
c.ɡɔ́ɣɔ́–rú father’s wives
(borrowing from Fulfulde)
d.tɛ̀ndɛ̀–rúgrandfathers
e.ʧìjɛ́–rúgrandmothers
f.kàà–rúnear
(describing plural nouns)
g.mééjé–rúfar
(describing plural nouns)
As noted above, whereas Dogon and many other Niger-Congo languages have agglutinating
morphology and thus adjectives and demonstratives agree in number and animacy with
nouns, and pronominal affixes agree verbs which are marked for tense, aspect, and mood,
these distinctions are expressed through unbound morphemes in Bangime, and are thus
covered in the following section on syntactical aspects of the language.
2.3 Syntactic structure
2.3.1Noun phrase
The main constituents in the noun phrase include a definite marker, possessive marker,
modifiers, and post positions. All of these follow the head noun, except for the definite and
possessive markers. Based on this information, it would appear that the basic word order of
Bangime is SOV, but as shown below, the situation is more complex.
Examples are illustrated as follows in (10).
",,SOV,,,0,0,
Bangime,"(71)
a) Vowel u + ŋkɛ
 VerbGlossPerfective
 táɣáagreetáɡ–ú
 sìɡáasksìɡ–ú
 dɛ̀ɡɛ̀hitdɛ̀ɡ–ù
 pɔ̀rɔ̀milk pɔ̀r–ù
 nà:rá plasternà:r–ú
 sáŋàplay sáŋ–ù
 pɛ̀:ndɛ́shatterpɛ̀:nd–ú
b) Vowel i + ŋkɛ
 kʷá:ndà kʷá:nd–ì beg
 kɛ́:ndà kɛ́:nd–ì ignite
 ɡú:mbàɡú:mb–ìrelease
 pɔ́ndàpɔnd–ì mix
 ɲɛ́ndàɲɛ́nd–ìplace cooking pot onto fire
c) No vowel change + ŋkɛ
 kí:jà answer
 pìjúblow
 ŋíjɛ́ drink
 sì:wò grill
 ʒúmbárá pull
 ʃìsew
Also, note in the examples in (80) that some elicited phrases and sentences from texts were
translated in the perfective form though the clitic was not used, and the word order shifts.
This deserves further investigation since the tone plays an important factor as discussed in
section 4.5.3.1 on grammatical tone patterns.
",,SOV,,,0,0,
Bangime," (12)
 a. ʒìbɛ̀ pɛ́ɛ!́ rɛ́
 ‘a lot of people’
 b. dùwàà mpʊ̀wɛ́ⁿ ɡújé kàrà
 treeCONN leaf green
 ‘green tree leaf’
 c. àɲɛ̀ɛr̀ ɛ́ bɔ̀rò̃
 DET woman big
 ‘the big woman’
 d. màákʊ́ɥɛ́ búɥɛ́ jìndó mɛ̀nɛ́
 1 SG POSS calabash
 st
red two heavy
 ‘my red two heavy calabashes’
 e. màáníí bɔ̀ró̃ ŋkò
 1 SG POSS hand
 st
 bigCONN PP
 ‘in my big hand’
Because of the lack of segmental morphology, tone also plays an important role among the
constituents in the noun phrase, particularly among pro-clitics such as possessives and a
definite article, and post-clitics such as adjectives and determiners.
2.3.2Main clauses and constituent order
When the subject and object are both unfocalized nonpronominal NPs, the word order is
SOV, as shown in (13)
 (13)
 nàá dà màà tìíⁿ nʒìɾìŋɡà
 cow IMPERF 3 SG
 rd
tail POSS swing
 ‘The cow swings its tail.’
In the negative forms, there is a binary distinction between the perfective and imperfective
aspect as shown in the examples here, which also show the evidence for syllable timing in
the language through the phonological process of vowel-r deletion, shown in the examples
in (13).
 (14)
a. maara build
mbémààrá kòmbékóm= màà
1st SG NEG build house 1st SG NEG house Tbuild
‘I did not build a house’‘I do not build a house’
b. tʷaraa arrive
mbétʷàràá á ɡándá m bé áɡàndán= tʷáà
1st SG NEG arrive DEF place 1stSG NEGDEF place Tarrive
‘I did not arrive at the place’ ‘I do not arrive at the place’
c. maara like
mmʷɔ́ɔ ̀à jìmɛ̀ m béà jìmɛ̀ m= màà
1st SG like.NEG DEF person1st SG NEG DEF person Tlike
‘I did not like the person’ ‘I do not like the person’
Positive phrases in (13) support this conclusion further. The ordering of constituents in the
verb phrase continues to depend on the tense/aspect/mood of the phrase, as shown in the
phrases. These examples are only the most basic TAM distinctions in the language asbverbs
indicate TAM distinctions depending on their phonological shape as well. Thus this verb,
‘hit’, as shown in c. takes a suffix –u, which can also be described as changing the final
vowel of the verb stem, but this is not the case for all verbs in the language.
The example in d. illustrates the future tense. Note first that the ‘auxiliary’ is an allomorph
of the same ‘auxiliary’ or TAM marker employed in b, the imperfective.
Therefore, the tense is formed by word order. Verb classes, based on the phonological
shape of the verb form, determine the method by which they are marked for TAM whether
it be umlaut, consonantal mutation, a change in the final vowel, or tonal.
a.",,SOV,,,0,0,
Bangime," FUTURE1V V S AUX
n=déɡèn dáẁ
Trans hit 1 SG FUT
st
‘I will hit.’
Also, note that in the examples in (14) if the future tense phrase contains an object, it
resembles the passive, though, by examining other verb forms, it can be seen that the tense
and mood differ. Therefore, the very rare word order, OSV is attested in the language.
FUTURE2OAUX S V
 àjààmbɛ́ nán dèɡè
 DEFchild FUT 1st SG hit
 ‘I will hit the children.’
 ŋǎnàtàmbà g.",,SOV,,,0,0,
Bangime," Sketch .................................................................................................................................... 11
 2.1Phonology ................................................................................................................. 11
 2.1.1 Consonants ............................................................................................................. 11
 2.1.2 Vowels ................................................................................................................... 15
 2.1.3 Prosody .................................................................................................................. 16
 2.2Morphology ............................................................................................................... 17
 2.3Syntactic structure ..................................................................................................... 20
 2.3.1 Noun phrase ........................................................................................................... 21
 2.3.2 Main clauses and constituent order ....................................................................... 22
 2.3.3 NP Coordination .................................................................................................... 25
 2.3.4 Relative clauses ..................................................................................................... 25
 2.4Interclausal syntax..................................................................................................... 26
 ii
1.",,SOV,,,0,0,
Mosetén," The following example shows the basic constituent order A V O:
(12:14) Aj katyi'chhith majmi watyeke tits____ soiii ’
 yet EH half roadsuddenly DE.M man
 naij-tepaerae’ tara’tara’.
 see-VD.3M.O twobig.rat
‘Then halfway (down) the road, suddenly this man sees two big
 rats.’ WTE/JH
The basic constituent order in transitive clauses changes when an
argument is represented as a personal pronoun. Primarily subject
participants are represented as personal pronouns, whereas personal
pronouns in object position are extremely rare. Therefore, I will
consider only two types of clauses with personal pronouns here: 1. a
personal pronoun in subject position and a full NP object and 2. a
personal pronoun in subject position and a pro-dropped object.
",,SVO,,,0,0,
Mosetén," Transitive clauses have two arguments, a subject (A) and an object
(O). The basic constituent order in Moseten is A V O.251 This word
order can easily be varied, with different pragmatic effects.
",,SVO,,,0,0,
Mosetén,"M-AD-IR 2SG live-VI.M.S say-10-lSG
“‘Here you will stay” he told me.’ STE/VC
Apart form a change in the word order with pronominal subjects, there
are also other constituent orders in transitive verbal clauses. These are
378 Clause types
primarily caused by changes in pragmatic status. All kinds of word
orders of the subject, object and verb are generally possible, though
there are some word orders that very frequently occur in the language,
while others are uncommon. The most frequent change in word order
caused by pragmatic status is the focalization and fronting of the object:
O A V. This is for instance the case in the following example, where the
speaker expresses ‘I have not seen them - only these two rats have I
seen’, fronting ‘two rats’ due to pragmatic reasons:
(12:21) Jam ishtyi’ yae nai-tya-ksi.",,SVO,,,0,0,
Mosetén,"A maximum of two arguments, subject and object, can be referred to
by the verbal cross-reference ending. In this way, three-argument
ditransitive clauses formally have two core arguments. The word order
in intransitive clauses is usually S V. In transitive clauses, the basic
constituent order is A V O. This order can be changed due to pragmatic
status. Identifiable referents are often pro-dropped, i.e. they are
exclusively referred to by the verbal cross-reference ending and do not
occur as a pronoun or as a full noun phrase.
",,SVO,,,0,0,
