language,extracted,enough information,target,ChatGPT,ChatGPT target,ChatGPT mistaken,disrepancy,comment
Hungarian,"ALPHABET & VOWELS
But the demand is for Hungarian , so let's start with the sound system and the alphabet:
There are 7 pairs of vowels in Hungarian, spelled:
aáeéiíoóöőuúüű
The accented vowels are long, the others (including ö ü) are short. I shall be writing the long
umlaut ő with the tilde and the long umlaut ű with the circumflex, for the simple reason that
they are simpler to write on my keyboard - in any case, many Hungarians do the same. You
can look up the proper Unicode characters for these letters if you wish.
As for the pronunciation of the vowels, the long and the short vowels are pronounced alike,
with the exception of the pairs a / á and e / é.
a = [Q], more or less. It is closest to English a in all. Ex: alma 'apple'.
á = [a:], like French cave, Spanish or Italian casa. Ex: ár 'price; flood; awl; 100 sq.m.'
e = [E], like English e in pet (but not the way the Australians or NZs pronounce it!); or like
French sept. Ex: ember 'man, human being'.
é = [e:] - like French été, but longer; or like English say, but without diphthongization. Ex:
szél 'wind [n.]'
For the other vowels, the long and short versions have the same quality - they only differ in
quantity. I shall try to give the equivalents of the long vowels - it's easier to find foreign
equivalents:
í = [i:], i = [i]: Like English sea, but with no noticeable diphthongization. Exs: szív 'heart';
visz 'he carries'.
ó = [o:], o = [o]: Like North American English boat, but with no diphthongization; or like
French saute. Exs: ló 'horse'; lovak 'horses'. NOTE: Word-final -ó is always long, there is just
one word with a word-final short -o: the interjection nono! 'don't do it!' For Hungarians, even
Torontó has a long final -ó.
ő = [ø:] (I don't know the SAMBA for this!), ö = [ø]. If you know German, it's like German ö.
Or French beurre. If you must use an English analogy, as in British English pearl. Exs: nő
'woman; it's growing'; lövök 'I shoot'. NOTE: The word-final length rule is even more
absolute: any -ő at the end of the word must be long.
ú = [u:], u = [u]: Like English oo in moon, but with no noticeable diphthongization; or like
French tour. Exs: túl 'beyond'; fut 'he is running'.
ű = [y:], ü = [y]: Like German ü, or French u in dur. Exs: tű 'needle'; fül 'ear'.
------------
That's it for the vowels. No real diphthongs (except for recent loanwords like autó 'car',
Európa 'Europe'), no schwas, no tones. Stress is strong and always on the first syllable.
CONSONANTS
Today I will cover Hungarian consonantism.
Some preliminary remarks:
1. Voiceless stops are not aspirated.
2. Dental consonants are truly post-dental, as in most European languages - none of this
alveolar stuff you find in English.
3. Word-final voiced consonants remain fully voiced, unlike in German, Dutch and most
(all?) Slavic languages.
4. Just like neighbouring Slavic languages, Hungarian has a full range of palatal consonants.
But palatalization as a conditioning process does not exist: any consonant, palatal or not, can
occur before any vowel.
5. Consonants can be single or doubled, and the distinction is phonemic: néz 'he looks', nézz
'look [imperative]'.
------------------
The list of consonants, in traditional spelling order, is as follows:
b c cs d dz dzs f g gy h j k l ly m n ny p r s sz t ty v z zs
Of these, b d h k m n p t v and z call for no explanation.
c cs dz and dzs are affricates - essentially [ts] [tS] [dz] and [dZ], respectively.
gy and ty are alveolar palatal stops, similar to what you hear in British English dune and tune.
But they are definitely unitary phonemes, and despite their ""asymetrical"" spelling they are
truly a voiced-voiceless pair, articulated in the same place in the mouth. The IPA symbol for
gy is a dotless <j> with a line drawn through it, the one for ty is /c/.
j and ly are different spellings for the same phoneme: IPA /j/, or English /y/ in yard. There
was a time when ly was the palatal lateral heard in some varieties of Spanish <ll> (and
Catalan, right, Izopiru?) and in Portuguese <lh>, but this is no longer the case. But it is
important to know which spelling to use: spell bagoly 'owl' as *bagoj, and you'll be surely
labelled illiterate - Hungarians are a lot stricter on this kind of thing than English speakers.
l has the same light/dark distinction that you have in British English, and - just as in English -
this is an allophonic, not phonemic distinction. Normally, /l/ is ""light"" before a vowel and
""dark"" before a consonant or word-finally.
ny - Izopiru would be glad to learn that this has the same pronunciation as in Catalan. This is
the palatal nasal sound spelled ñ in Spanish, gn in French and Italian and nh in Portuguese.
r - this is the trilled consonant you hear in Italian, Spanish and Russian. Have a lot of fun
pronouncing it - trill away! I was 7 when I learned how to pronounce it, I still remember the
trill (and thrill) of it.
s and sz - these consonants have the opposite value from Polish: <s> = /S/ and <sz> = /s/.
zs = /Z/, as in English pleasure, or the way French, Italian and Catalan pronounce <j> and
<g> before e,i.
---------------------------------
The letters <q> and <w> are not used except in very recent loanwords (w mostly in the
physical measurement unit watt and the common word for toilet, WC /ve:ts:e/; q only in
foreign names). The letter <x> is relatively common in words of Latin and Greek origin:
export, hexaméter, etc.
The letter y is used to denote a palatal consonant: gy, ly, ny, ty. In addition, it commonly (but
not always) replaces word-final -i in family names. When so used, it tends to denote the name
of a noble family: Esterházy (where the <s> represents /s/, against the normal rules of the
language), Csáky and so on.
LESSON 1
(a) Simple sentences
Ez könyv. - This is a book.
Az könyv. - That is a book.
Ezek könyvek. - These are books.
Azok könyvek. - Those are books.
Commentary:
There is clearly no need for a verb in sentences expressing identity. At least not in the present
tense.
There is also no need for an article in such sentences. That does not mean that there is no
indefinite article in the language - there is. But we'll get to it another time.
(b) Simple questions.
Ez könyv? (with rising intonation). - Is this a book?
Igen, ez könyv. - Yes, this is a book.
Nem, ez nem könyv. - No, this is not a book.
Ezek könyvek? - Are these books?
Igen, ezek könyvek. - Yes, these are books.
",,Question particle,,,0,0,
Hungarian,"Definite (objective) conjugation
Without getting into this can of worms, it will be difficult to develop meaningful sentences.
Basically, all finite verb forms in Hungarian come in two varieties: definite and indefinite.
Let's take some new verbs and conjugate them with the endings we have had so far (see
Lesson 5):
ütni (to hit): ütök, ütsz, üt, ütünk, üttök, ütnek
látni (to see): látok, látsz, lát, látunk, láttok, látnak
The above are the indefinite forms. To make the definite forms, you have to use a different set
of endings:
ütni (to hit): ütöm, ütöd, üti, ütjük, ütitek, ütik
látni (to see): látom, látod, látja, látjuk, látjátok, látják.
If you compare the endings of the definite forms with those of the possessive, you'll see that
they are very similar.
Quick overview of when to use the definite and when to use the indefinite forms:
1. You use the indefinite form:
a. when there is no object:
Ki jön? - Who is coming?
Előbb ütök, aztán kérdezek - I hit first, then I ask (questions).
b. when the object is indefinite:
Látok egy kutyát. - I see a dog.
Láttok valamit? - Do you see something?
2. You use the definite form:
a. when the object is definite:
Látom a kutyát. - I see the dog.
Üti a labdát? - Is he striking the ball?
b. When the object is in the possessive (even if it's not preceded by the definite article):
Látom kutyádat. - I see your dog.
c. To express a 3rd person definite object (no personal pronoun needed):
Látod? - Do you see him/her/it?
Ütjük. - We are hitting it.
Thus we can use these resources of the language to express very simply the following
distinction:
Nem látok. - I don't see (i.e. ""I can't see"")
Nem látom. - I don't see him/her/it.
",,Question particle,,,0,0,
Hungarian,"The alert reader may have noticed that adjectives agree in number with the noun they are
complementary to, but remain in the singular when they qualify them.
-------------------------------
Let's introduce some people:
Ez a fiú. This is the boy.
Ez a lány. This is the girl.
Ezek a fiúk. These are the boys.
Ezek a lányok. These are the girls.
A lány okos. The girl is clever.
A fiúk okosak. The boys are clever.
A fiú nem okos. The boy is not clever.
A lányok nem okosak. The girls are not clever.
Az okos lány magyar. The clever girl is Hungarian.
Az okos fiú nem magyar. The clever boy is ot Hungarian.
-----------------------------------
Here we are at the end of LESSON 2, and we have still not seen a verb! And all the sentences
are well-formed, with the exception of a few noun phrases. The latter illustrate the fact that
qualifiers always precede the noun. Thus the famous free word order is not really free word
order at all:
ADJ. + NOUN = Qualifier + Qualified (e.g. the red book)
NOUN + ADJ. = Statement ascribing quality to the noun (e.g. the book is red).
LESSON THREE
I will still keep things simple. It's time to tackle verbs, but I will show that the unmarked form
of verbs is used for the 3rd person singular, present tense (with no definite object, but that
complication is for the future!).
New vocabulary:
egy - one; a/an (the definite article) [NB: this is one of the few irregular spellings of the
language - the word is pronounced with a double voiced palatal stop, as if spelled *eggy]
az ember - the person, man (as German Mensch)
a férfi - the man (male adult)
a nő - the woman
a kutya - the dog
a macska - the cat
az egér - the mouse
az élet - life
az isten - God
jön - comes
megy - goes
fut - runs
lát - sees
hall - hears
szép - beautiful
Thus:
A lány fut. The girl is running.
A fiú jön. The boy is coming.
A fiú lát egy kutyát. The boy sees a dog.
A kutya lát egy fiút. The dog sees a boy.
Jön az ember. (There) comes the man.
Megy a nő. (There) goes the woman.
A férfi hall egy macskát. The man hears a cat.
A macska hall egy egeret. The cat hears a mouse.
-----------------------------------
GRAMMATICAL POINTS
1. Articles have now been formally introduced. The definite article (""the"") is a before a
consonant, az before a vowel. You may recall from LESSON ONE that az also means ""that""
(the demonstrative pronoun) - the relationship is clear. Note that as a demonstrative the word
is always az, even before a consonant:
az kutya - that is a dog
a kutya - the dog
The indefinite article is egy, identical to the numeral ""one"".
Articles are used more like they are in French and German, less like in English: for example,
the definite article is required before abstract nouns:
Az élet szép. Life is beautiful.
Also, the indefinite article is not needed in expressions like:
Az könyv. That is a book.
It's not wrong to say ""Az egy könyv"", but if you say it like that there may be an emphasis on
there being other books in the world. This may be trivial, but there is definitely a difference
between:
Az Isten. That is God.
Az egy isten. That is a god.
I'd expect that no monotheist would normally use the second option!
2. I have also introduced the first of many declensional endings: the accusative -t. This must
practically always be used for the direct object (the few exceptions will come up eventually).
We have seen the plural -k already, so - rather than bore people with intricate rules - I will go
through the nouns we have covered so far, and provide both the corresponding accusative and
plural endings (you can also have both together, but that's for another time). When both
endings are added on to the bare stem, I shall just use a hyphen:
könyv: könyvet, könyvek (book)
fiú: -t, -k(boy)
lány: lányt, lányok (girl)
ember: embert, emberek (person, man)
férfi: férfit, férfiak : (man (male adult))
nő: -t, -k (woman)
kutya: kutyát, kutyák (dog)
macska: macskát, macskák (cat)
egér: egeret, egerek (mouse)
élet: életet, életek (life)
isten: istent, istenek (God)
The morphophonemics are quite complex - see if you can see some patterns already.
3. The verbs are all simple ones. Note that in the present indicative (e.g. fut) they can
correspond to both the English simple present (""he runs"") and the continuous present (""he is
running"").
4. A point of syntax: When the verb precedes the subject (e.g. jön a lány ""there comes the
girl""), this is a marked expression - there is an emphasis on the action, rather than on the
person.
LESSON FOUR
The verb ""to be"" (lenni), personal pronouns and negation.
New vocabulary
lenni - to be
tanár: tanárt, tanárok - teacher
szép - beautiful, pretty
itt - here
ott - there
már - already
The verb ""to be"" in the present tense, with attendant personal pronouns:
én vagyok - I am
te vagy - you [sing.] are
ő van - he/she is
mi vagyunk - we are
ti vagytok - you [pl.] are
ők vannak - they are
(Personal endings in bold)
---------------------
GRAMMATICAL AND USAGE POINTS
1. Clearly, the verb ""to be"" has a suppletive present tense.
2. There are three main uses of ""lenni"":
(i) Identity + characterization: okos vagy ""you are clever"", tanár vagyok ""I am a teacher"".
(ii) Physical location: itt vagyok ""I am here"", ott vagytok? ""are you there?""
(iii) Existence (English there is/are, French il y a): Van itt kutya? ""Is there a dog here?"" (in
fact it means ""are there dogs here?), vannak ott lányok? ""are there girls there?"", igen, vannak
""yes, there are"".
3. With meaning (i), the verb is omitted in the 3rd person singular and plural (in the present
tense, at any rate): ő okos ""he/she is clever"", ők tanárok ""they are teachers"".
4. Negation is always expressed by using the negative particle ""nem"" before the verb: nem
vagyok tanár ""I am not a teacher"", nem jön a fiú ""the boy is not coming"".
5. There are special combined forms for expressing negation + verb with the 3rd person forms
of the verb lenni:
nincs(en) - is not
nincsenek - are not
Examples: itt nincs kutya ""there is no dog here"", nincsenek ott ""They are not there"".
""Nincsen"" sounds (to me) a bit more formal than ""nincs"", but I don't think there is a
systematic difference between the two forms.
",,Question particle,,,0,0,
Hungarian,"The forms are (I will furnish a tranbslatioin for only the first two forms for each paradigm):
könyvem (my book), könyved (your book), könyve, könyvünk, könyvetek, könyvük.
lányom (my daughter), lányod (your daughter), lánya, lányunk, lányotok, lányuk.
almám (my apple), almád (your apple), almája, almánk, almátok, almájuk.
Note the intrusive -j- in the 3rd person (sing. and pl.) of nouns ending in -a: this is needed
because Hungarian does not like hiatus between vowels, and a form like **almáa would be
impossible to pronounce.
So let's see how possessives work in simple sentences:
A kutyám jó. My dog is good.
Itt van a lányod? Is your daughter here?
Fut a macskája. His/her cat is running.
Nagy a kertünk. Our garden is large.
Hol van a kutyátok? Where is you all's dog?
A tanáruk amerikai. Their teacher is American.
There are some irregularities with some nouns. One important example is fiú (boy, son). The
possessives are:
fiam (my son), fiad (your son), fia, fiunk, fiatok, fiuk (as opposed to fiúk 'boys').
Supposedly, regular possessives of the same noun are used colloquially for 'my boyfriend
etc.':
fiúm (my boyfriend), fiúd (your boyfriend), fiúja (her boyfriend). I don't know to what extent
this formation exists in the plural - Hungarian girls don't like to share their boyfriends, I
hear...
Personal pronouns with possessives
To emphasize the identity of the possessor, the personal pronoun can precede a possessive
form. Let's do this for the sentences shown above:
Az én kutyám jó. It is my dog that is good.
Itt van a te lányod? Is your daughter here?
Fut az ő macskája. His/her cat is running away.
Nagy a mi kertünk. Our garden is large.
Hol van a ti kutyátok? Where is your dog?
Az ő tanáruk amerikai. As for their teacher, he is American.
Note that in the 3rd person plural the singular ő is used, not the plural ők, in front of the
possessive. There are other cases as well where Hungarian uses the singular where in IE
languages you would expect the plural - in all these cases other features (e.g. the -uk ending)
specifies plurality.
",,Question particle,,,0,0,
Apinayé,"A stem consists of one or more morphemes, which form a unit with potential for
affixation, filling a slot on the word level. There are four classes of stems:
 3
1.5.1. Noun stems.
1.5.2. Verb stems.
1.5.3. Descriptive stems.
1.5.4. Relational stems.
1.6.",,Question particle,,,0,0,
Apinayé,"ə nã pa raɔmu
yes did I already it-see ""Yes, I've already seen it.""
2.1.2.2.3.3. Question tagmeme.
",,Question particle,,,0,0,
Apinayé,"Non-Predicative clause types have as a minimum a Subject-Complement or Topic-
Comment relationship. These, as the name states, carry no form of predication, differing in
internal structure from the Predicative clause types mainly by the absence of a Predicate slot.
2.2.2. Description of clause types.
2.2.2.1. Predicative clause types are sub-divided into two main types.
2.2.2.1.1. Temporal clause types.
",,Question particle,,,0,0,
Apinayé,"This may be preceded by the Address slot.
2.1.2.2.3.3.1. Independent clause + question marker.
cʌnã ka ɔmu
query did you it-see ""Did you see it?""
mɔ kacɨv nã ka ʔapro
why did you it-buy ""Why did you buy it?""
 5
2.1.2.2.3.3.2. Independent clause in which the Object slot is taken out of the clause and replaced
 initially with a question word.
mɔ nã ka ʔapro
what did you it-buy ""What did you buy?""
2.1.2.2.3.4. Quotation tagmeme.
",,Question particle,,,0,0,
Apinayé,"These carry no form of predication. There are two types.
2.2.2.2.1. Equational.
2.2.2.2.2. Existential.
2.2.3. Formulas
2.2.3.1. Temporal Indicative
2.2.3.1.1. Two classes of Temporal Indicative clauses
2.2.3.1.1.1. Action Indicative. Formulas for this type are:
TRANSITIVE INTRANSITIVE
1.",,Question particle,,,0,0,
Apinayé,"Per=apu d bjnakaribra?
 why butwhat RLS 2 LOC wander
 ‘Why are you wandering around?’
 b. D per=apu ta=mnakari ami=t-=ane?
 but whyhowRLS 2 PRTRFLX=RP-do=thus
 ‘But why are you acting like this?’
 All these interrogative pronouns occur at the beginning of the clause, preceding
the mood marker. Depending on the discourse context, however, they may themselves be
preceded by conjunctions or other categories of that sort. Besides interrogative pronouns,
which introduce information questions, there is a question clitic that introduces polarity
questions in Apinajé; this morpheme is discussed in section IV.3.2.
3.2.2. Clitics
Much of Apinajé grammatical categories is expressed by clitics – positional, phrasal, and
word clitics. Some clitics bear stress while others are stress dependent; some clitics may
form sequences or even serve as bases for morphologically complex stems. In the
following subsections, some of the most frequently used positional, phrasal and word
clitics of Apinajé are introduced.
",,Question particle,,,0,0,
Apinayé,"Polarity questions may be expressed with exactly the same kind of structure as
simple declarative clauses, but with a distinct intonation pattern; or the question may be
introduced by the positional clitic c (alternative form co, depending on the speaker),
which co-occurs with the mode markers, but at absolute clause-initial position (45.a-b).
Information questions are naturally introduced by interrogative pronouns, also at clause
initial position (45.c-d).
(45) a. co naka raa-tujaro?
",,Question particle,,,0,0,
Apinayé," The fact that some of these core arguments will be marked with adpositions or
case-marking certainly makes it hard to decide whether the participant in question is in
fact a core argument of the verb. Thus, as Onishi wisely points out, “both morphological
and syntactic criteria [are necessary] to determine which arguments should be regarded as
A, S, O and E” (p.2).
",,Question particle,,,0,0,
Apinayé,"Example (13) illustrates the use of the inchoative with an intransitive verb that
includes a locative oblique participant.
(13)na para ickr wr ic-c-m kacw
RLS1 ASPhouse ALLT 1-RP-enter.NF about.to
‘I was about to enter the house.’
The examples (14.a-c) show the use of the inchoative with non-canonical marking
verbs of sensation and emotion. In (14.c), the verb in question is bivalent; however, no
ergative marking is involved, as its first argument already takes a case marker, the dative
m.
",,Question particle,,,0,0,
Apinayé,"The examples in (1.a-d) illustrate the parallel distribution of clausal complements
with that of an O noun phrase. The noun phrase in (1.a) occurs immediately preposed to
the matrix verb (which therefore displays its relational prefix-equivalent form pubu) and
postposed to the dative phrase that indicates the A argument of the verb in question.
",,Question particle,,,0,0,
Apinayé," Observe a entoação das perguntas e respostas na página seguinte.
 mẽmo na ka krĩ rax kãm 'aprô?",,Question particle,,,0,0,
Apinayé," 25
9.3 Pratique as seguintes perguntas e respostas, observando o prefixo em cada uma delas:
xà na ka ixpumu?",,Question particle,,,0,0,
Apinayé,"Vou à minha roça.
18.3 Substituição – Perguntas e respostas:
 nhỹ'ỹm na ka mõ?",,Question particle,,,0,0,
Apinayé,"Está bem, então vá dormir.
4.2 Imite a pronúncia das palavras
Quando a palavra, que ocorre no final da frase ou isoladamente, termina em consoante,
será esta seguida por um som vocálico. As palavras abaixo são agrupadas em quatro seções. Na
primeira seção, o som vocálico final se identifica com a vogal anterior a ele. Cada uma das
demais seções apresenta um determinado som que depende da consoante precedente ou da vogal
anterior a ele.
",,Question particle,,,0,0,
Apinayé," Sit está com sede.
15.2 Imite a entoação das perguntas e respostas:
 xà amã kry? ỳ, inhmã kry.",,Question particle,,,0,0,
Kayapó," 60
 A segunda seção, em seu todo, visa familiarizá-lo com as maneiras de como funcionam
os verbos na estrutura da língua kayapó, pois, como você, naturalmente, já percebeu nas liçoes
da primeira seção, em kayapó, muitas vezes, os verbos apresentam várias formas.
",,Question particle,,,0,0,
Kayapó,"58
Deve-se usar a mesma lista de respostas apresentada no primeiro exercício.
",,Question particle,,,0,0,
Kayapó,"Outra alternativa é aquela de ameaçá-las que serão dadas a um determinado parente, fato
que causa a criança correr, gritar e buscar proteção na mãe. Normalmente, as mulheres não
prestam atenção quando as criancinhas têm um acesso de raiva, mas, simplesmente, deixam-nas
chorar e, via de regra, estas param ao perceber que a atenção requerida não lhes é dada.
",,Question particle,,,0,0,
Kayapó," Após este exercício, faça dois de Estímulo/Resposta, usando as duas perguntas
apresentadas a seguir. Observe todos os estágios do exercício, usando as respostas positivas e
negativas:
 Djãm amex?",,Question particle,,,0,0,
Kayapó," Repita as perguntas, alternando com cada resposta apresentada pelo exercício:
 1.",,Question particle,,,0,0,
Santali," Of affirmation, and negation.
Bqi,yes.ba, ban, not,no(asserting,)
heyes.alo! not (entreating.)
ha, yes.",,Interrogative verb morphology,,,0,0,
Santali," Male
 (nothonor bo or in)durupkana, yes, I (lit we many) am
 sitting down.
",,Interrogative verb morphology,,,0,0,
Santali," But the most strangeof all is,that the addressed per-
son answers in the same number ;as duricftbenJaime ! sit
 (lit.you two) down, son-in-law. Matin (not km or in) durup%
 yes, I(litwe two) will sit down.",,Interrogative verb morphology,,,0,0,
Santali,"(Yes)
 he ran away indeed, (but) I caught him.
3rd.",,Interrogative verb morphology,,,0,0,
Santali," ;:
 (7.)
SEMI-VOWELS.
 y, is pronouncedlike the Englishyin yes.",,Interrogative verb morphology,,,0,0,
Haida,Positive.,,Question particle,,,0,0,
Haida," Ang,Yes.",,Question particle,,,0,0,
Haida," •
 If one pronoun is attirniativ(* and the other the negative, the verb
 agrees with the affirmative pronoun.
",,Question particle,,,0,0,
Haida," Ang, Yes
 Yengte il kwutungt' unga stilthtang, Trviy herej>ents.
",,Question particle,,,0,0,
Haida,"Negative Form. -'Not to write.""'
 I shallnow conjugate the verb ""to write,"" and as the active and
 passive voices are similar to those of ""kwoyada"" already conjugated, I
 shall conjugate its negative form in the active voice only.
",,Question particle,,,0,0,
Haida,"The c la ssifie rs presented in the foregoing discussion
 reveal sane in teresting p o ssib ilitie s fo r further
 analysis as well as speculations concerning th e ir
 in te g rity as a morphological c la ss. These questions
 have implications for Haida prehistory.
",,Question particle,,,0,0,
Haida," Do these grammatical principles explain the complexity of
 the phenomena?"" (Haeberlin 1923, p. 159.)
 Haeberlin approaches an answer to th is question by pointing
 out examples from Swanton's own data which seem to
 violate the canons s e t forth in the HAIL sketch. Accord­
 ing to Haeberlin, Swanton makes no provision in his
 formulation fo r cases in which (1) a stem can appear
 eith er to the rig h t or to the le f t of other stems
 with which i t is associated; (2) bases (""themes"" in
 H aeberlin's usage) include a nominal element; (3) elem­
 ents appear to the le f t of classificato ry morphemes
 (""stems"" in H aeberlin's terminology) which also appear
 as ""primary"" verbs (and which, by im plication, should
 appear only to the rig h t o f the classific ato ry forms,
 which are described by Swanton as prefixes.) This type
 of case includes the appearance o f a locative suffix as
 a ""primary stem"" (and, in my own d ata, as a p article) and
 sim ilar problems.
",,Question particle,,,0,0,
Haida," 206
In most cases i t is evident th a t the constituent has
 been permuted to the rig h t of its predicate:
/cisgala^V ay ga xAnnu 4a iisgasgAnni taqagiiyu^anay
gan ?a / ""I put i t in the same pot so i t would get
really s a lty ,"" where ta^agiiyu^An - gay gAn would
ordinarily be the left-m ost constituent in the
sentence. P articles also undergo th is so rt of per­
 mutation: /lio n xa giyu talAn hAlxan huyad ?a/
""He*s hunting in the woods now,"" in which {huyad} has
been moved to the rig h t of {hAlxa} ""hunt, gather"" -
{gAn}. Even nouns undergo th is type of movement, a t
le a st in the speech of same Skidegate people:
/law la qixagAn/ ""He found some herring spawn.""
/ la qixagAn law ?a/ ""He found some herring spawn.""
Dependent clauses followed by {?a} can appear in isolation:
/g i lA gudAnsi gagAn ?a / ""Because he wants i t . "" (in answer
to a question.)
5.7.3 {4a}
{4a} is the imperative p a rtic le .
/ga 4a tAijgada/ ""S alt some!""
 {ga} ""some,"" {4a}, {tArj} ""sa lt"" + -{ga} ""change o f
sta te"" + -{da} causative
O rdinarily the use of {4a} requires only th at the predicate have
Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.
the form of a bare stem or stem plus the -{gu} plural
su ffix . In other cases, however, the picture is more
complex. Consider the form /sk u ji ia dey xAn qiqai]/
""Look a fte r the bones,"" where {dey} seems to mean
""carefu lly."" { q in } ""see"" is followed by a suffix
w ith the phonetic form - [an], appearing in Becky Pearson's
speech only when she was presenting textual m aterial,
in p articu lar trad itio n al narratives. This form is
interestin g because of its resemblance to the suffix
-{iaq} (conceivably to be assigned to in flectio n al pos­
itio n class 6} which appears in such forms as /hala
talAi) ga taian/ ""Let1 e a t."" In other cases {ia}
reduces to a single vocalic segment which attaches post-
c litic a lly to various elements o f the clause:
/dey xAnna AAskunxa/ ""Be careful while you're cleaning.""
5.7.4 {gwa}
 {gwa} is the interrogative p a rtic le , used to form
yes/no-response questions.
/dAq gwa qud/ ""Are you hungry?""
{dAq} ""second person singular (n eu tral),"" {gwa},
{qud} ""hungry""
5.8 Emphatic P articles.
",,Question particle,,,0,0,
Haida,"The te x t begins with a question, and the remainder
of the te x t develops out of the answer to the question.
",,Question particle,,,0,0,
Haida,"Vowels precede consonants. Numbers refer to the page on
which the most detailed discussion of the item in question
begins.
-{i} old information anaphora........................................ 122
{wa} d is ta l........................................................................ 198
{waXu} "" a ll"" ................................................................",,Question particle,,,0,0,
Mosetén,"3F.SG child other-LF-L.M have-3M.O Elena
‘She cares for the son of another woman, Elena.’ e l e / jh
Possessive clauses have a separate negation marker daerae’ (10.3.).
12.3. Interrogative clauses
Depending on the type of question, interrogative clauses can contain
interrogative pronouns and question markers. Interrogative pronouns
have been treated in section 5.4. In the present section, I will look at the
different types of question markers. Following this discussion, I will
look at constituent order and general composition of questions.
12.3.1. Question markers
There are different types of questions, such as information questions
and yes / no questions. Furthermore, information questions can vary
according to the speaker’s judgement about the anticipated response to
the question, marked by the choice of question marker. Questions can
also be marked as rhetorical questions. All question markers can be
Interrogative clauses 383
applied to both verbal and predicate clauses. The majority of questions
appear with a question marker, and only a few structures are not marked
this way.
",,Question particle,,,0,0,
Mosetén,"The following table summarizes the different types of question
markers in Moseten:
Table 48: Question particles
Question typeSpecial meaning Non-interrogative use of
 the marker
-dyashinformation
questions
aminformationspeaker expects the high probability marker in
questionshearer to know thedeclarative clauses
 answer
abV informationspeaker does not expect low probability marker in
questionsthe hearer to know thedeclarative clauses
 answer
-dyaj yes / no questions exclamations
-dyej yes / no questions,similar marker used in
tag questionsadverb comparison
 (6.4.4.)
-ka ’ rhetorical questions used in combinations such
 as ika ’ /oka ’(11.2.4.) and
 kika’ /k o k a ’ (8.5.2.)
-dye’ rhetorical questionsimilar marker used in
 nominalizations (4.4.1.)
(no comment-type
marker) questions
12.3.1.1. -dyash ‘general information question’
General information questions are expressed by the question marker
-dyash, following the interrogative pronoun. In the following example,
dyash expresses a general information question about the name of a
person:
384 Clause types
(12:36) Jedye’-dyash m i’ ti ’-i-tyi’jike chhii-tyi’?
 thing-QI3M.SG name-VI-L.M PS know.VI-L.M
‘What was the name of him, who knows (the wise man)?’
 COE/JH
The following example shows the question about a verbal clause, asking
about the way a person came:
(12:37) Jaen ’-dyash-ki mi ’ mi ’-we waemtyi ’
 how-QI-CO3M.SG 3M-DR husband
 wen-jd-ban?
 move-D J-again.M. S
‘And how did the husband come there?’ COE/JH
The interrogative pronoun can also be verbalized and derived. In this
case, -dyash follows the derived construction:
(12:38) Jaetaej-ye-j-kho-i’-dyashphe-ya-k-dye’-m d’
 make.noise-VY-DIR-DJ-3F.0-QI talk-VY-MI-N0-3F.SG
‘What is the story of it like.’ COE/JH
12.3.1.2. am ‘speaker expects answer’
The question particle am is used in information questions, expressing
that the speaker presupposes that the hearer knows the answer to the
question. In the following example, somebody mentioned fachdyim’,
‘arrow made of chonta-palm’, which the hearer has never heard of
before. He asks what this word means, using am, as he expects to get an
answer to his question:
(12:39) Jedye’ am m o’ fachdyim’?
thingQN 3F.SG arrow.of.chonta.palm
‘What is this fachdyim?’ COE/JH
Similarly, the speaker expects that there is an answer to the question of
how long time it takes to go up a certain mountain, knowing that the
other person has done the hike:
Interrogative clauses 385
(12:40) Jaen’-si’ am oraj a e ’ma bojw-e-dye’?
how-L.F QN hour.E DMgo.up-VI-NO
‘How many hours does it take to go up?’ COE/JH
Furthermore, am is in a few cases used outside of questions as a modal
particle, expressing a high probability:
(12:41) M o ’aj chhome’ am nibe’-ya-ki-’-ra’ m o’
3F.SG yet also QN luck-VY-AN-F.S-IR 3F.SG
aj-me’ nae’-tya-k aj kiwi-ki-’ momo’
yet-so put-VD-PP yet sweet-VK-F only.F
 jaes-i-
chewed.yucca-VI-F.S
‘And she (most) probably also had luck, and so it was made,
and sweet she made the chicha.’ STE/VJ
12.3.1.3. abi ’ ‘speaker does not expect answer’
The particle a bi’ is used in information questions to express that the
speaker does not expect the hearer to be able to answer the question.
Hence, questions expressed by abi ’ resemble rhetorical questions, with
the difference that in the latter, the speaker does not want an answer to
his question.
",,Question particle,,,0,0,
Mosetén," NG far PS eat-VI-MI-NO-P all fish-VI-NO-P all
 ‘Not far were all the animals, all the fish.’ STE/DC
 The negation marker jam is furthermore used as the answer to a yes-no
 question (12.4.). Negative questions are answered with jam when the
 outcome is negative:
 (10:10)q7 iits-natata jam ji-te-te?
 and.EDE.M-FO priest NG send-VD.DT-3M.O
 ‘And the priest has not brought it?’ COE/JH
 (10:11 )&Jam, jam ji-te-te.
",,Question particle,,,0,0,
